,prev,curr,type,n
31060626,2022_russian_invasion_of_ukraine,azov_regiment,link,1420
10513233,2022_russian_invasion_of_ukraine,council_of_europe,link,1419
18312330,2022_russian_invasion_of_ukraine,russo-georgian_war,link,1418
3091395,2022_russian_invasion_of_ukraine,armed_forces_of_ukraine,link,1411
18702595,2022_russian_invasion_of_ukraine,crimes_against_humanity,link,1406
14745627,2022_russian_invasion_of_ukraine,transnistria_war,link,1401
21367032,2022_russian_invasion_of_ukraine,battle_of_davydiv_brid,link,1300
18876271,2022_russian_invasion_of_ukraine,2022_bombing_of_odesa,link,1299
12272611,2022_russian_invasion_of_ukraine,invasion,link,1271
578977,2022_russian_invasion_of_ukraine,federation_council_(russia),link,1243
21403219,2022_russian_invasion_of_ukraine,women_in_the_2022_russian_invasion_of_ukraine,link,1229
27019322,2022_russian_invasion_of_ukraine,international_criminal_court,link,1221
7264495,2022_russian_invasion_of_ukraine,derussification_in_ukraine,link,1199
18037784,2022_russian_invasion_of_ukraine,2022_transnistria_attacks,link,1171
21535027,2022_russian_invasion_of_ukraine,nato,link,1166
25182956,2022_russian_invasion_of_ukraine,important_stories,link,1144
14620312,2022_russian_invasion_of_ukraine,caesar_self-propelled_howitzer,link,1142
19645955,2022_russian_invasion_of_ukraine,snake_island_(ukraine),link,1140
10443608,2022_russian_invasion_of_ukraine,battle_of_antonov_airport,link,1132
21598099,2022_russian_invasion_of_ukraine,sviatohirsk_lavra,link,1118
17376320,2022_russian_invasion_of_ukraine,r-360_neptune,link,1116
11358766,2022_russian_invasion_of_ukraine,address_concerning_the_events_in_ukraine,link,1059
20986475,2022_russian_invasion_of_ukraine,bmp-3,link,1058
21064823,2022_russian_invasion_of_ukraine,"russian_warship,_go_fuck_yourself",link,1057
5246996,2022_russian_invasion_of_ukraine,baykar_bayraktar_tb2,link,1051
7534067,2022_russian_invasion_of_ukraine,national_guard_of_ukraine,link,1036
18754905,2022_russian_invasion_of_ukraine,kremenchuk_shopping_mall_attack,link,1035
5133512,2022_russian_invasion_of_ukraine,kherson,link,1035
30690931,2022_russian_invasion_of_ukraine,kyiv,link,984
1502800,2022_russian_invasion_of_ukraine,novorossiya_(confederation),link,975
206059,2022_russian_invasion_of_ukraine,kherson_oblast,link,974
28211777,2022_russian_invasion_of_ukraine,battles_of_bohorodychne_and_krasnopillia,link,973
26733437,2022_russian_invasion_of_ukraine,aleksandr_dvornikov,link,967
6259809,2022_russian_invasion_of_ukraine,media_freedom_in_russia,link,947
20125658,2022_russian_invasion_of_ukraine,sinking_of_the_moskva,link,945
9920130,2022_russian_invasion_of_ukraine,donetsk_oblast,link,935
23761912,2022_russian_invasion_of_ukraine,dmitry_medvedev,link,930
17719611,2022_russian_invasion_of_ukraine,demilitarisation,link,911
3856480,2022_russian_invasion_of_ukraine,international_criminal_court_investigation_in_ukraine,link,865
4497813,2022_russian_invasion_of_ukraine,battle_of_sumy,link,854
26328354,2022_russian_invasion_of_ukraine,battle_of_izium_(2022),link,848
17137076,2022_russian_invasion_of_ukraine,millerovo_air_base_attack,link,835
8214075,2022_russian_invasion_of_ukraine,siege_of_chernihiv,link,811
27476003,2022_russian_invasion_of_ukraine,kyiv_oblast,link,802
10359143,2022_russian_invasion_of_ukraine,russian_emigration_following_the_2022_invasion_of_ukraine,link,796
29778821,2022_russian_invasion_of_ukraine,spanish_civil_war,link,793
4750695,2022_russian_invasion_of_ukraine,mariupol,link,787
23117329,2022_russian_invasion_of_ukraine,lviv,link,786
6590064,2022_russian_invasion_of_ukraine,euromaidan,link,785
20301242,2022_russian_invasion_of_ukraine,russia–ukraine_relations,link,777
17592480,2022_russian_invasion_of_ukraine,zaporizhzhia_oblast,link,774
8220296,2022_russian_invasion_of_ukraine,pyotr_ilyich_tchaikovsky,link,760
31673836,2022_russian_invasion_of_ukraine,molotov_cocktail,link,757
19440942,2022_russian_invasion_of_ukraine,enlargement_of_nato,link,757
25221765,2022_russian_invasion_of_ukraine,kharkiv,link,747
5396593,2022_russian_invasion_of_ukraine,1993_russian_constitutional_crisis,link,732
10527876,2022_russian_invasion_of_ukraine,yugoslav_wars,link,717
3437346,2022_russian_invasion_of_ukraine,battle_of_huliaipole,link,712
29971411,2022_russian_invasion_of_ukraine,melitopol,link,705
1022144,2022_russian_invasion_of_ukraine,jill_biden,link,701
23415606,2022_russian_invasion_of_ukraine,channel_one_russia,link,688
5670901,2022_russian_invasion_of_ukraine,legality_of_the_2022_russian_invasion_of_ukraine,link,686
17537708,2022_russian_invasion_of_ukraine,oblast,link,684
5432111,2022_russian_invasion_of_ukraine,74th_separate_guards_motor_rifle_brigade,link,678
30900749,2022_russian_invasion_of_ukraine,all-russian_nation,link,670
2788676,2022_russian_invasion_of_ukraine,2022_karakalpak_protests,link,669
7247234,2022_russian_invasion_of_ukraine,rs-28_sarmat,link,668
24820527,2022_russian_invasion_of_ukraine,rashism,link,658
9599905,2022_russian_invasion_of_ukraine,meduza,link,657
20826376,2022_russian_invasion_of_ukraine,2022_northeastern_ukraine–russia_border_skirmishes,link,651
18635173,2022_russian_invasion_of_ukraine,battle_of_enerhodar,link,643
1034960,2022_russian_invasion_of_ukraine,nlaw,link,624
8152549,2022_russian_invasion_of_ukraine,little_green_men_(russo-ukrainian_war),link,606
851162,2022_russian_invasion_of_ukraine,multiple_rocket_launcher,link,605
21611710,2022_russian_invasion_of_ukraine,alexander_lukashenko,link,579
3226667,2022_russian_invasion_of_ukraine,kramatorsk_railway_station_attack,link,576
28931906,2022_russian_invasion_of_ukraine,trostianets,link,572
12643636,2022_russian_invasion_of_ukraine,"2nd_battalion,_503rd_infantry_regiment",link,571
7000016,2022_russian_invasion_of_ukraine,crimea,link,570
15722938,2022_russian_invasion_of_ukraine,gennady_zhidko,link,569
1897106,2022_russian_invasion_of_ukraine,timeline_of_the_war_in_donbas_(2022),link,568
27513795,2022_russian_invasion_of_ukraine,international_court_of_justice,link,567
1957864,2022_russian_invasion_of_ukraine,maisky_market_attack,link,559
8492648,2022_russian_invasion_of_ukraine,ramstein_air_base,link,556
4394544,2022_russian_invasion_of_ukraine,2022_vinnytsia_missile_attacks,link,550
4602493,2022_russian_invasion_of_ukraine,ukraine_bioweapons_conspiracy_theory,link,548
6267023,2022_russian_invasion_of_ukraine,luhansk,link,547
22224751,2022_russian_invasion_of_ukraine,war_in_abkhazia_(1992–1993),link,542
24409417,2022_russian_invasion_of_ukraine,scythians,link,539
19837529,2022_russian_invasion_of_ukraine,battle_of_avdiivka_(2022),link,536
26479282,2022_russian_invasion_of_ukraine,first_chechen_war,link,536
15983047,2022_russian_invasion_of_ukraine,anti-russian_sentiment,link,536
22092830,2022_russian_invasion_of_ukraine,2014_pro-russian_unrest_in_ukraine,link,523
29949822,2022_russian_invasion_of_ukraine,boris_bondarev,link,515
2100255,2022_russian_invasion_of_ukraine,media_portrayal_of_the_ukrainian_crisis,link,513
7583644,2022_russian_invasion_of_ukraine,revolution_of_dignity,link,509
18768042,2022_russian_invasion_of_ukraine,missile_strike_on_chasiv_yar,link,505
884952,2022_russian_invasion_of_ukraine,microstate,other,504
20987068,2022_russian_invasion_of_ukraine,russian_kyiv_convoy,link,504
23872261,2022_russian_invasion_of_ukraine,budapest_memorandum_on_security_assurances,link,489
4687314,2022_russian_invasion_of_ukraine,kraków,link,488
19149981,2022_russian_invasion_of_ukraine,airstrike,link,488
14401080,2022_russian_invasion_of_ukraine,m777_howitzer,link,475
19983332,2022_russian_invasion_of_ukraine,torture_of_russian_soldiers_in_mala_rohan,link,473
26217565,2022_russian_invasion_of_ukraine,black_sea_bottlenose_dolphin,link,472
3713515,2022_russian_invasion_of_ukraine,donetsk,link,467
6180380,2022_russian_invasion_of_ukraine,battle_of_sviatohirsk,link,461
27811358,2022_russian_invasion_of_ukraine,accusation_in_a_mirror,link,460
5724615,2022_russian_invasion_of_ukraine,sergey_lavrov,link,452
19795637,2022_russian_invasion_of_ukraine,2022,other,451
24845993,2022_russian_invasion_of_ukraine,tactical_nuclear_weapon,link,450
5378009,2022_russian_invasion_of_ukraine,atomic_bombings_of_hiroshima_and_nagasaki,link,447
21452357,2022_russian_invasion_of_ukraine,russian_imperialism,link,445
30804848,2022_russian_invasion_of_ukraine,2022_russia–european_union_gas_dispute,link,443
16339017,2022_russian_invasion_of_ukraine,united_nations_general_assembly,link,441
12936757,2022_russian_invasion_of_ukraine,war_hawk,link,440
12629420,2022_russian_invasion_of_ukraine,syrian_civil_war,link,435
1686888,2022_russian_invasion_of_ukraine,ukrainian_frigate_hetman_sahaidachny,link,433
12080038,2022_russian_invasion_of_ukraine,tony_radakin,link,428
1894394,2022_russian_invasion_of_ukraine,mediazona,link,419
26182527,2022_russian_invasion_of_ukraine,battle_of_marinka_(2022),link,410
4540394,2022_russian_invasion_of_ukraine,jens_stoltenberg,link,406
13359506,2022_russian_invasion_of_ukraine,orange_revolution,link,406
18621776,2022_russian_invasion_of_ukraine,sergey_surovikin,link,402
16894470,2022_russian_invasion_of_ukraine,2021–present_global_energy_crisis,link,397
12968476,2022_russian_invasion_of_ukraine,fgm-148_javelin,link,391
6712508,2022_russian_invasion_of_ukraine,sievierodonetsk,link,390
22082661,2022_russian_invasion_of_ukraine,soviet_union,link,383
22559965,2022_russian_invasion_of_ukraine,unlawful_combatant,link,379
9100466,2022_russian_invasion_of_ukraine,international_recognition_of_the_donetsk_people's_republic_and_the_luhansk_people's_republic,link,378
1943972,2022_russian_invasion_of_ukraine,war_in_donbas,other,368
19524361,2022_russian_invasion_of_ukraine,abortion_in_the_united_states,other,368
11372219,2022_russian_invasion_of_ukraine,sloviansk,link,356
12670851,2022_russian_invasion_of_ukraine,thermobaric_weapon,link,356
10261679,2022_russian_invasion_of_ukraine,battle_of_toshkivka,link,353
404688,2022_russian_invasion_of_ukraine,spetsnaz,link,351
18680147,2022_russian_invasion_of_ukraine,battle_of_vasylkiv,link,351
6513424,2022_russian_invasion_of_ukraine,azovstal_iron_and_steel_works,link,350
16407032,2022_russian_invasion_of_ukraine,international_sanctions_during_the_russo-ukrainian_war,link,350
11092485,2022_russian_invasion_of_ukraine,aleksandr_lapin_(general),link,349
30653845,2022_russian_invasion_of_ukraine,vasily_nebenzya,link,342
29565776,2022_russian_invasion_of_ukraine,lysychansk,link,338
3159340,2022_russian_invasion_of_ukraine,pope_francis,link,337
22939540,2022_russian_invasion_of_ukraine,chechen–russian_conflict,link,335
23281289,2022_russian_invasion_of_ukraine,battle_of_lyman,link,333
1942752,2022_russian_invasion_of_ukraine,joe_biden,link,333
17443521,2022_russian_invasion_of_ukraine,zaporizhzhia_nuclear_power_plant,link,329
18340610,2022_russian_invasion_of_ukraine,berdiansk_port_attack,link,328
29793260,2022_russian_invasion_of_ukraine,rapeseed,link,327
20009609,2022_russian_invasion_of_ukraine,ukraine–nato_relations,link,326
16283889,2022_russian_invasion_of_ukraine,battle_of_the_siverskyi_donets,link,325
27396258,2022_russian_invasion_of_ukraine,millerovo_(air_base),link,322
26884011,2022_russian_invasion_of_ukraine,oksana_markarova,link,315
16744813,2022_russian_invasion_of_ukraine,viktor_yanukovych,link,313
14953624,2022_russian_invasion_of_ukraine,claims_of_genocide_of_ukrainians_in_the_2022_russian_invasion_of_ukraine,link,311
23783531,2022_russian_invasion_of_ukraine,appeasement,link,307
10251691,2022_russian_invasion_of_ukraine,anti-ship_missile,link,307
30588861,2022_russian_invasion_of_ukraine,russian_occupation_of_sumy_oblast,link,306
10897004,2022_russian_invasion_of_ukraine,oryx_(blog),link,304
2332607,2022_russian_invasion_of_ukraine,chuhuiv_air_base_attack,link,302
11906110,2022_russian_invasion_of_ukraine,list_of_countries_by_wheat_exports,link,295
26527832,2022_russian_invasion_of_ukraine,member_states_of_nato,link,294
31438614,2022_russian_invasion_of_ukraine,montreux_convention_regarding_the_regime_of_the_straits,link,293
26351011,2022_russian_invasion_of_ukraine,battle_of_dovhenke,link,293
28740093,2022_russian_invasion_of_ukraine,2022_kazakh_unrest,link,293
14386827,2022_russian_invasion_of_ukraine,military_reserve_force,link,291
5571571,2022_russian_invasion_of_ukraine,battle_of_melitopol,link,289
28741033,2022_russian_invasion_of_ukraine,antony_blinken,link,287
30262606,2022_russian_invasion_of_ukraine,nikolai_patrushev,link,286
4238784,2022_russian_invasion_of_ukraine,maidan_nezalezhnosti,link,283
18269587,2022_russian_invasion_of_ukraine,battle_of_hostomel,link,281
1485358,2022_russian_invasion_of_ukraine,martial_law_in_ukraine,link,281
4625492,2022_russian_invasion_of_ukraine,belgorod,link,274
8614261,2022_russian_invasion_of_ukraine,desna_barracks_airstrike,link,273
2525781,2022_russian_invasion_of_ukraine,tedros_adhanom_ghebreyesus,link,273
13270537,2022_russian_invasion_of_ukraine,2022_boycott_of_russia_and_belarus,link,272
16910388,2022_russian_invasion_of_ukraine,where_have_you_been_for_eight_years?,link,271
29809218,2022_russian_invasion_of_ukraine,olaf_scholz,link,270
6350287,2022_russian_invasion_of_ukraine,russian_information_war_against_ukraine,link,269
5383458,2022_russian_invasion_of_ukraine,aviano_air_base,link,268
8827547,2022_russian_invasion_of_ukraine,historical_background_of_the_2014_pro-russian_unrest_in_ukraine,link,266
19151127,2022_russian_invasion_of_ukraine,satellite_imagery,link,263
25382274,2022_russian_invasion_of_ukraine,mariupol_hospital_airstrike,link,263
25546044,2022_russian_invasion_of_ukraine,foreign_policy_of_the_united_states,link,261
26741719,2022_russian_invasion_of_ukraine,igor_konashenkov,link,259
14594551,2022_russian_invasion_of_ukraine,2021_kyrgyzstan–tajikistan_clashes,link,257
15974061,2022_russian_invasion_of_ukraine,bombing_of_borodianka,link,254
14137052,2022_russian_invasion_of_ukraine,bakhmut,link,252
3460102,2022_russian_invasion_of_ukraine,olenivka_prison_explosion,link,251
22583471,2022_russian_invasion_of_ukraine,dmytro_kuleba,link,250
4555586,2022_russian_invasion_of_ukraine,2021–2022_armenia–azerbaijan_border_crisis,link,247
27325788,2022_russian_invasion_of_ukraine,western_world,link,245
31758794,2022_russian_invasion_of_ukraine,humanitarian_situation_during_the_war_in_donbas,link,241
23081687,2022_russian_invasion_of_ukraine,minsk_agreements,link,241
29057078,2022_russian_invasion_of_ukraine,treaty_on_the_non-proliferation_of_nuclear_weapons,link,240
29738710,2022_russian_invasion_of_ukraine,2022_chornobaivka_attacks,link,236
16328995,2022_russian_invasion_of_ukraine,world_war_iii,other,236
12232803,2022_russian_invasion_of_ukraine,battle_of_konotop_(2022),link,235
15078798,2022_russian_invasion_of_ukraine,9k720_iskander,link,231
7618530,2022_russian_invasion_of_ukraine,catherine_colonna,link,229
17577392,2022_russian_invasion_of_ukraine,african_national_congress,link,228
23069226,2022_russian_invasion_of_ukraine,rome_statute,link,228
23398603,2022_russian_invasion_of_ukraine,chechens,link,227
10730789,2022_russian_invasion_of_ukraine,russia_in_the_european_energy_sector,link,225
9481947,2022_russian_invasion_of_ukraine,kristalina_georgieva,link,223
25284442,2022_russian_invasion_of_ukraine,sukhoi_su-27,link,222
1400317,2022_russian_invasion_of_ukraine,sukhoi_su-24,link,221
1572616,2022_russian_invasion_of_ukraine,population_transfer_in_the_soviet_union,link,221
11750486,2022_russian_invasion_of_ukraine,universal_jurisdiction_investigations_of_war_crimes_in_ukraine,link,217
2572386,2022_russian_invasion_of_ukraine,dnipro_international_airport,link,217
18292441,2022_russian_invasion_of_ukraine,office_of_the_united_nations_high_commissioner_for_human_rights,link,216
27761933,2022_russian_invasion_of_ukraine,ukraine_v._russian_federation_(2022),link,215
18779400,2022_russian_invasion_of_ukraine,battle_of_okhtyrka,link,214
21503995,2022_russian_invasion_of_ukraine,2020_nagorno-karabakh_war,link,210
7668158,2022_russian_invasion_of_ukraine,battle_of_voznesensk,link,208
4723369,2022_russian_invasion_of_ukraine,north_crimean_canal,link,208
27646166,2022_russian_invasion_of_ukraine,avril_haines,link,208
14046350,2022_russian_invasion_of_ukraine,denys_shmyhal,link,207
12416639,2022_russian_invasion_of_ukraine,dissolution_of_the_soviet_union,link,206
17974916,2022_russian_invasion_of_ukraine,sexual_violence_in_the_2022_russian_invasion_of_ukraine,link,205
12561915,2022_russian_invasion_of_ukraine,marsec,link,203
883673,2022_russian_invasion_of_ukraine,stara_krasnianka_care_house_attack,link,201
5784909,2022_russian_invasion_of_ukraine,bilohorivka_school_bombing,link,197
29847759,2022_russian_invasion_of_ukraine,right_sector,link,196
30791742,2022_russian_invasion_of_ukraine,united_nations_security_council_resolution_2623,link,196
25858539,2022_russian_invasion_of_ukraine,ukrainian_ship_yuri_olefirenko,link,195
10639800,2022_russian_invasion_of_ukraine,diia,link,193
9792815,2022_russian_invasion_of_ukraine,sukhoi_su-25,link,191
13821869,2022_russian_invasion_of_ukraine,"otradnoye,_belgorodsky_district,_belgorod_oblast",link,191
871947,2022_russian_invasion_of_ukraine,shinzo_abe,other,190
13309157,2022_russian_invasion_of_ukraine,kemerovo_oblast,link,189
17515028,2022_russian_invasion_of_ukraine,russian_aerospace_forces,link,187
8247991,2022_russian_invasion_of_ukraine,surrogacy,link,185
27739801,2022_russian_invasion_of_ukraine,air_supremacy,link,184
27765887,2022_russian_invasion_of_ukraine,ukraine_and_weapons_of_mass_destruction,link,181
22700246,2022_russian_invasion_of_ukraine,battle_of_volnovakha,link,179
27565290,2022_russian_invasion_of_ukraine,russian_fake_news_laws,link,179
1961167,2022_russian_invasion_of_ukraine,presidency_of_the_united_nations_security_council,link,179
20156385,2022_russian_invasion_of_ukraine,freedom_of_the_press_in_ukraine,link,176
3393478,2022_russian_invasion_of_ukraine,chernobyl_nuclear_power_plant,link,175
30949892,2022_russian_invasion_of_ukraine,normandy_format,link,174
27644840,2022_russian_invasion_of_ukraine,2020_dungan–kazakh_ethnic_clashes,link,172
17125833,2022_russian_invasion_of_ukraine,battle_of_slavutych,link,171
31519444,2022_russian_invasion_of_ukraine,battle_of_popasna,link,170
22346193,2022_russian_invasion_of_ukraine,march_2022_donetsk_attack,link,169
28498670,2022_russian_invasion_of_ukraine,battle_of_rubizhne,link,168
15084952,2022_russian_invasion_of_ukraine,2014_crimean_status_referendum,link,165
1997901,2022_russian_invasion_of_ukraine,"klimovo,_bryansk_oblast",link,163
5473480,2022_russian_invasion_of_ukraine,serna-class_landing_craft,link,162
16160136,2022_russian_invasion_of_ukraine,2022_zhytomyr_attacks,link,159
17850024,2022_russian_invasion_of_ukraine,battle_of_trostianets,link,156
25194724,2022_russian_invasion_of_ukraine,rt_en_español,link,155
480101,2022_russian_invasion_of_ukraine,capture_of_the_crimean_parliament,link,154
19782785,2022_russian_invasion_of_ukraine,battle_of_lebedyn,link,153
22460147,2022_russian_invasion_of_ukraine,iryna_venediktova,link,153
3416468,2022_russian_invasion_of_ukraine,battle_of_irpin,link,152
30105438,2022_russian_invasion_of_ukraine,anatoly_antonov,link,152
28715405,2022_russian_invasion_of_ukraine,institute_for_the_study_of_war,link,151
13918994,2022_russian_invasion_of_ukraine,battle_of_avdiivka_(2017),link,151
22141020,2022_russian_invasion_of_ukraine,nuclear_triad,link,150
